시퀀스,아파트코드,아파트명,주소(시도),주소(시군구),주소(읍면동),홈페이지,사용검사일,연면적,관리비부과면적,전체세대수,사용신청일,사용승인일,정보변경일,사용허가여부,일반인원,경비인원,청소인원,건설사,시행사,준공일자,건축면적,아파트평형,층수,주차대수,단지소개,아파트시설,음용수,전기안전관리자,전기안전관리방법,화재수신반유무,홈네트워크-주차관제시스템,기타메모,예산지출액,회계관리현태,화재수신반위치,엘리베이터,경비실CCTV카메라수,경비실CCTV모니터수,택비방식,경비예산 지출액,경비근무형태,경비근무시간,경비휴게시간,홈네트워그,아파트청소구역,지하주차대수,음식물처리방식,청소기타구역,청소 연간예산 지출액,청소근무시간,청소근무일자,청소일근무시간,청소세대당청소인원,청소방법,소독면적,소독구역,소독년횟수,소독 년 예산 지출액,소독약품,엘리베이터 수,엘리베이터 계약방식,엘리베이터 설치년도 운행,엘리베이터 종류,엘리베이터 운행층,엘리베이터 관리형태,엘리베이터 년 예산지출,엘리베이터 수리비,엘리베이터 월수리건수,하자보수진행상태,수선유지충당금부고방식,수선유지충당금,수선유지충당메인 항목,수선유지대체금,전체동수,전화번호,팩스번호,급수시설,주소(나머지),아파트고유번호,우편번호,좌표X,좌표Y,관리사번호,주소(도로명),주소(도로 상세주소),법정동주소,단지분류,도로명주소,전용면적별 세대현황1,전용면적별 세대현황2,85_135이하,135초과,최초등록일자,최종등록일자,주거전용면적
1009,A13406205,신성둔촌미소지움1차,서울,강동구,둔촌동,,1998-05-02 00:00:00.0,49660,49660,460,2013-03-07 09:46:26.0,2016-10-27 17:02:25.0,2016-10-27 17:02:25.0,Y,6,6,5,주식회사 신성,주식회사 신성,1998-05-01 00:00:00.0,2545.28,87.74|108.33|136.53|146.78,20|,481,"

<p>신성둔촌미소지움아파트의 공식 주소는 강동구 둔촌2동 546번지 이며 도로명 주소는 명일로 102 입니다.</p><p>지하철 5호선 둔촌역이 가까워 교통이 편리하고 일자산에 인접해 있어 공기도 맑고 살기 편한 아파트 입니다.</p><p>

</p>","놀이터, 노인정, 관리소 등 ",1250(500),선임,,,,,13017720744,전산,라인별,유,20,"놀이터, 주차장, 엘레베이터, 관리소",무,1671050250,격일제,평일: 06:00~익일 06:00 ,4시간 탄력적으로 운영,유, 층 라인,"수량: 개, 면적: ㎡",개소 회/주,"외곽청소, 대청소, 논슬립, 재활용",329569350,"평일: 9 ~ 4 ( 8시간), 토: 9~12 (3시간)",,,( 109세대/명),복도 물걸레( 회/주),491897,"연막, 분무, 독먹이식 : 세대, 계단, 지하, 주차장","세대: 회/년, 수목: 회/년, 기타: 회/년",33602400,보건복지구장관시달약제 사용지침에 따른 약품,층용 대 층용 대,단순(POG)방식,(1995)년도 설치 (15)연간 운행,로프식(VVVF),"1,2층제외","쉬브/로브( 년), 카( 년), 권상기( 년), 전기제어반( 년), 브레이커( 년), 완충기( 년), 균형추( 년), 안전장치( 년), 전면교체( 년)",51718800,4230000,30건/월,(10 년차 진행중),수선유지비(매월부과),416555892,"건축, 설비, 전기, 소방, 통신, 조경",0,30,02-926-8472,02-926-8474,고가수조,609-1,209-82-61783,136060,127.0102405,37.5949161,907-00-29909-1,성북로4길,52,서울특별시 성북구 돈암동 609-1 돈암동한신한진아파트,아파트,서울특별시 성북구 성북로4길 52,684,1493,1488,,,2019-05-20 00:54:32.0,387754.77
1205,A15807210,신정현대아이파크,서울,양천구,신정2동,cafe.daum.net/sjipark,2002-07-30 00:00:00.0,99985,68680,590,2013-03-07 09:46:58.0,2013-06-23 10:49:51.0,2013-06-23 10:49:51.0,Y,6,10,8,현대산업개발,신세계아파트재건축조합/현대산업개발,,0.00,,19,845,,"놀이터, 노인정, 관리소",1600,선임,상주,상주,"DVR녹화, R/F방식",,0,전산,관리사무소,유,39대,"놀이터(15대),주차장(148대),엘리베이터(58대),현관(58대),기계실(1대),정,후문(2대)",택배수령 및 발송,250000000,격일제,,,," 건물내부(복도, 계단), 지하주차장, 옥상, 건물외부, 화단, 논슬립, 대청소, 재활용",,,"외곽청소,대청소,논슬립,재활용",174584040,,일근,,1656세대/17명=97명,"복도물걸레,주차장청소,옥상",192419,"연막,분무,","세대/년12회,수목/년9회",12552000,포맥스 외,58대,전체,2004년12월 설치 5년간 운행,로프식,전층운행,"쉬브,제어반",45170400,8025930,월/5건,진행중,"수선충당금(분할부과,매월부과)",0,"건축,설비,전기,소방,통신,조경",0,28,02-812-2936,02-6332-5580,부스터방식,431번지,1088003716,156030,126.9547179,37.4992699,907-00-07198-1,상도로53길,8,서울특별시 동작구 상도동 431 래미안상도3차,아파트,서울특별시 동작구 상도로53길 8,116,1019,493,,,2019-05-20 05:46:20.0,155288.68
1292,A13580602,개포경남아파트,서울,강남구,개포동,,1984-03-08 00:00:00.0,102480,94974,678,2013-03-07 09:46:25.0,2015-12-14 17:22:03.0,2015-12-14 17:22:03.0,Y,12,28,8,경남건설,경남건설,1984-03-01 00:00:00.0,9108.00,91.91|96.98|135.69|149.57|166.48|182.80,12|15,1126,"

<p style=""margin: 0px; text-align: justify; color: rgb(0, 0, 0); line-height: 160%; text-indent: 0px; font-family: ""바탕""; font-size: 10pt;""><br />??</p>

","놀이터, 노인정",2900,필수,,야간당직,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,02-557-7730,02-557-7732,,716-3,,135919,127.0498504,37.5014785,,역삼로,315-1,서울특별시 강남구 역삼동 716-3 개나리SKVIEW,아파트,서울특별시 강남구 역삼로 315-1,0,144,96,,,2019-05-20 06:56:20.0,24456
437,A12005001,냉천동부센트레빌,서울,서대문구,냉천동,,2002-03-21 00:00:00.0,34456,25861,237,2013-03-07 09:46:22.0,2013-06-23 15:30:37.0,2013-06-23 15:30:37.0,Y,4,4,2,동부건설,냉천동 재개발조합,2002-03-01 00:00:00.0,2550.92,86.64|111.8|143.8,12|17,284,"<p align=""left"">서울시 서대문구 냉천동 260번지</p>","놀이터, 노인정",700,선임,위탁관리,,,,12000000,전산,"관리사무소, 경비실",유,2,"지하주차장, 어린이놀이터",택배수령,137000000,"격일제, 교대(  시간)",06:30~익일06:30,"주간: ~ ( 2시간), 야간: ~ (2시간)",유,"건물(복도,계단)","수량: 개, 면적: ㎡",2개소3 회/주,,23011200,"평일:09:00 ~16:00( 6시간), 토: 09:00~12:00 (3시간)",,주간:12:00 ~13:00 ( 1시간),105세대/명),"건물(복도,계단)",25110,"세대( 0), 계단( ), 주차장( ), 지하( ), 화단(0 ) ","세대: 12회/년, 수목:6 회/년, 기타: 회/년",3000000,"뉴맥스포스겔,마툴키,퍼머그린,킬트랩",4,종합계약(FM),"(1992 )년도 설치, ( 17)연간 운행",로프식,"1,2층제외운행",,3800000,396000,,"(1,2,3,4,5,10 년차 종결)",수선유지비(매월부과-정산제),9120000,"건축, 설비, 전기, 소방, 통신",0,3,0234631849,0234619220,고가수조방식,현대아파트,2138002339,06263,127.0387604,37.4892623,980159556,도곡로18길,35,서울특별시 강남구 도곡동 961 도곡현대,아파트,서울특별시 강남구 도곡로18길 35,0,211,0,,,2019-05-20 07:27:37.0,17926.56
1213,A13003405,답십리동답한신,서울,동대문구,답십리동,,1992-01-03 00:00:00.0,45742,43286,600,2013-03-07 09:46:59.0,2018-06-21 16:54:30.0,2018-06-21 16:54:30.0,Y,5,10,5,(주)한신공영,(주)한신공영,1991-12-01 00:00:00.0,0.00,,15층|,204,,"놀이터, 노인정",950,비선임,대행위탁,관리함,무,"변전실, 기계실",2819838000,전산,관리소,,1,7,무,0,격일제,24시간,,무, 5층 400라인,,개소 회/주,"외곽청소, 논슬립, 재활용",361818182,"평일: 09~16 (6시간), 토: 09~13 (시간)",,"주간: ~ ( 시간), 야간: ~ (시간)",( 세대/명),복도 물걸레( 1회/주),119647,"연막, 분무, 독먹이식 : 세대, 계단, 지하, 주차장","세대: 4회/년, 수목: 25회/년, 기타: 회/년",61900000,"실내-마둘키외, 외곽-스프라싸이드",0,,,,,,0,0,,,,320115000,"건축, 설비, 전기, 소방, 통신, 조경",0,100,02-599-2160,02-594-8155,지하저수조,1127,114-82-60166,137049,126.9869329,37.5030465,11482601660,신반포로,32,서울특별시 서초구 반포동 758 반포본동아파트,아파트,,0,1490,1340,,,2019-05-20 06:36:16.0,364010.65
533,A13509004,삼성한솔,서울,강남구,삼성동,,1998-11-16 00:00:00.0,38064,27989,263,2013-03-07 09:46:40.0,2015-10-22 15:43:27.0,2015-10-22 15:43:27.0,Y,4,5,2,한솔건설,한솔건설,,0.00,,19,303,,"놀이터, 관리사무소, 노인정, 주민운동시설, 공중화장실, 공중전화",1550,필수,선임자상주,관리,무,,0,전산,경비실,유,5,"승강기4, 지하주차장1",무,0,격일제,18시간,"주간2시간, 야간4시간",유,"복도, 계단, 승강기",,2개소 3회/주,"노인정, 공동화장실, 음식물통",0,6시간,,12시~13시,동별로,"평일: 09~16시, 토:09시~12시",0,,,0,,4,위탁,17년,로프식,2층제외,,0,240000,,,"수선유지충당금(년간 균등분할),수선유지비(매월)",0,"건축, 설비, 소방, 통신, 조경 등",0,2,02-436-6422,02-432-6422,고가수조,487,204-82-61696,131-86,127.0990429,37.6032755,204-82-61696-0,용마산로129나길,101,서울특별시 중랑구 신내동 487 신내라이프미성,아파트,서울특별시 중랑구 용마산로129나길 101,195,82,0,,,2019-05-20 00:50:01.0,18077.36
106,A14206301,번동동문아파트,서울,강북구,번3동,,1998-08-14 00:00:00.0,24818,17901,167,2013-03-07 09:46:22.0,2013-06-05 14:46:51.0,2013-06-05 14:46:51.0,Y,3,2,2,동문건설,동문건설,1998-08-01 00:00:00.0,1299.85,,17|,200,,"놀이터, 경로당,관리사무실",600,선임,전기대행자 선임,관리함,,,109902370,전산/장부,각경비실,유,3개,"놀이터, 지하주차장, 엘리베이터, 전기실",무,81160000,격일제,19시간,5시간,유,"101동 1-4라인, 201동 1-5라인 / 101동 5-9라인, 관리동 / 102동 1-8라인  ","4, 11365.5043 (6, 245.4990)",3개소 / 주3회,"외곽청소, 대청소, 논슬립",31440000,"평일:월-금(6시간), 토:3시간",,1시간,95세대 / 285명,복도 물걸레(2회/주),31438,"연막, 분무, 세대, 지하주차장","세대 년12회, 수목: 년7회",4368000,,11대,전체(FM),2002년도 설치 8년간 운행,로프식,전층운행,쉬브/로프(5년),8622900,1481040,2건/월,5년차 진행,수선유지비(매월부과),16696600,"건축, 설비, 전기, 소방, 통신, 조경",0,3,02-2666-0096,02-2666-0779,부스터방식,868,109-80-09580,157220,126.8102088,37.5711243,90800929651,양천로14길,37,서울특별시 강서구 방화동 868 방화신안네트빌(1단지),아파트,서울특별시 강서구 양천로14길 61,64,178,43,,,2019-05-20 04:28:55.0,23265.2509
478,A15786111,염창극동,서울,강서구,염창동,,2000-05-27 00:00:00.0,34331,25658,249,2013-03-07 09:46:14.0,2016-12-01 10:11:53.0,2016-12-01 10:11:53.0,Y,9,,,극동건설,염창동 연합연립 재전축조합,,0.00,,19,292,,"놀이터, 경로당, 관리소, 경비초소 2개소",1280,필수,자체관리,관리,무,,0,,,,,,,0,,,,,,,,,0,,,,,,0,,,0,,3,,,,,,0,0,,,,0,,0,1,02-741-8170,02-741-8171,,115,,136043,127.0140274,37.5848049,,보문로29다길,25-9,서울특별시 성북구 삼선동3가 115 삼선1SH-VILLE,아파트,서울특별시 성북구 보문로29다길 25-9,285,0,0,,,2019-05-20 00:57:52.0,10150.3
639,A15609501,사당제일,서울,동작구,사당5동,,1987-02-13 00:00:00.0,25717,24463,296,2013-03-07 09:46:53.0,2013-06-23 11:07:29.0,2013-06-23 11:07:29.0,Y,,6,3,제일건축,제일건축,,0.00,,10층,187,,"놀이터, 경로당, 관리사무실, 전기실",600,,전기안전대행업체 위탁,경비실,무,,0,전산,관리실,,112,,무인택배,0,격일제,평일 ,,,라인,"수량: 377개 면적: 13,003",,대청소,0,평일 9:00 ~ 16:00 (6시간) 토요일 : 9:00 ~ 12:00 (3시간),,평일: 12:00 ~ 1:00 (1시간)  토요일 : 없음,,물걸레 ,34529,,년 : 12회 수목: 수시 ,0,"세대,분무,독먹이식",20층용:4대/19층: 2대/18층:1대/14층용:2대    총(9대),년간계약,2008년 1월,로프식,전층 운행,신규,0,1297890,5건,1년차,"수선충당금(년간분할), 수선유지비(메월부과)",0,,0,6,02-834-7097,02-834-0420,부스터 방식,4937,108-82-65981,150055,126.9096185,37.5029726,90800715081,신길로,119,서울특별시 영등포구 신길동 4937 신길뉴타운한화꿈에그린,아파트,서울특별시 영등포구 신길로 119,0,147,137,,,2019-05-20 05:36:02.0,27684.2474
1423,A13920703,상계주공5단지,서울,노원구,상계6.7동,,1987-11-17 00:00:00.0,31350,26863,840,2013-03-07 09:46:31.0,2013-06-23 12:34:11.0,2013-06-23 12:34:11.0,Y,6,0,5,대한주택공사,대한주택공사,,0.00,,05,0,,놀이터 및 노인정,,,,화재수신반(관리)CCTV야간당직,,,0,"전산,장부","관리실, 동경비실",유,5대,"승강기, 1층현관, 놀이터, 주차장",,0,격일제,오전6시~ 익일 오전 6시,"주간3시간, 야간2시간",유,,무,,"노인정, 관리사무소",0,평일: 오전9시30분~오후3시30분 / 토요일: 오전9시30분~12시,,평일: 오전11시 30분 ~ 오후1시,,,30256,"분무, 도포식","세대 정기4회 추가8회, 수목 약7회",0,,12대,전체,1990년 설치 19년운행,로프식,전체운행(1.2층제외),,0,0,,,수선충당금 및 매월분할부과사용,0,,0,3,02-954-4991,02-6229-4991,고가수조,83-2,210-82-61314,13280,127.0490413,37.6819705,98-022200,도봉로180길,50,서울특별시 도봉구 도봉동 83 도봉유원아파트,아파트,서울특별시 도봉구 도봉로180길 50,0,286,0,,,2019-05-20 01:48:42.0,24289.98
1264,A13881103,삼환가락,서울,송파구,가락2동,,1984-11-28 00:00:00.0,78364,78364,648,2013-03-07 09:46:16.0,2013-06-14 13:24:47.0,2013-06-14 13:24:47.0,Y,2500,22,7,(주)삼환까뮤,(주)삼환까뮤,1984-11-01 00:00:00.0,6160.76,95|110|147,12층|,650,,놀이터 노인정 주차장 등,1700,선임,직영,관리,,,110559360,한국전산,관리소,유,43대,"놀이터, 주차장, 엘레베이터, 정문,101후문,104동후문,재활용쓰레기장",무,56587440,격일제,"일8시간30분(평일,토요일,휴일 24시간 교대근무)","총7시간(주간 3시간, 야간 4시간)",유,"각동 층, 라인, ","수량:1 개, 면적: ㎡7.620.40",1개소(2.5회/주),"대청소 , 논 슬립",32456640,평일09:00~16:00(5시간30분) 토요일09:00~12:00(3시간) 휴일(휴무),,1시간30,95(286/3),복도 물걸레( 2회/주),28237,"연막, 분무, 독먹이식 : 세대, 계단, 지하, 주차장","정기년4회(세대추가소독:매월, 수목소독:년8회",2763840,"1. 살균제:헥시코나졸.만코지 2.살충제:메프, 피레스, 코니도, 메치온, 다니틀, 메프등",17층용 2대18층용 4대19층용 2대,전체(FM),"2004년도 설치, 6연간 운행",로프식VVF(15인승 장애인용),전층운행,기계실 휀.,7008000,1172160,2건/월,5년차 하자진행 중,"병행(*년간분할부과: 정화조청소비, 저수조청소비 *매월부과 : 건축설비등 일반적 수선)",7200000,"건축, 설비, 전기, 소방, 통신, 조경",0,4,02-2294-3399,02-2294-3370,부스터방식,신성미소지움아파트,206-80-06017,04753,127.0437065,37.5689365,206-80-06017-0,마장로39길,43,서울특별시 성동구 마장동 822 마장신성미소지움,아파트,서울특별시 성동구 마장로39길 43,74,212,0,,,2019-05-19 23:38:12.0,22452.7
685,A13985904,중계현대2차(4동),서울,노원구,중계4동,,1991-02-02 00:00:00.0,33705,32369,313,2013-03-07 09:46:57.0,2015-02-26 15:07:32.0,2015-02-26 15:07:32.0,Y,4,6,3,현대산업개발(주),현대산업개발,,0.00,,15,226,"



",놀이터 경로당,900,비선임,대행위탁,"화재수신반(관리, 비관리), 승강기비상호출(관리, 비관리), CCTV 야간당직자(관리, 비관리)",무,,143162960,전산,전기실,유,무,우,택배수령,63911740,"격일제,교대(24시간)",07시~익일 07시,"주간 4시간, 야간 4시간",무,"건물내부(복도,계단)및 폐지수거",옥상,"2개소, 주 6회",어린이놀이터,38350900,"평일 08시~16시(8시간),토요일 08시~12시(4시간)",할당 청소구역 청소 및 공동작업,"평일:12시~13시30분(1시간30분), 토요일: 없음",72세대,왁스 바닥,32476,개별 세대별 소독(협력업체) 및 관리사무소 지급 약품에 의한 매월 전체소독,12회,1800000,"맥스포스.잡스 등, 내성진행에 따른 변경",4,일반 유지보수 계약,"2호기-98.10, 3호기-10.12, 6호기-2004.3, 7호기-98.10",로프식,5층부터 운행함,유지 보수 정기 점검,6036000,503000,1~2건/월,,매월부과,23854620,"년간 정화조 -저수조 청소 충당금 월분할, 공용부분 수선비",0,1,02-2279-5300,02-2279-5305,고가수조방식,120-3,201-80-00094,10086,126.9959355,37.5624272,,퇴계로,217,서울특별시 중구 충무로4가 120-3 충무로진양,주상복합,서울특별시 중구 퇴계로 217,0,165,118,,,2019-05-19 23:09:37.0,24702.49
1436,A12009203,홍제무악청구1차,서울,서대문구,홍제2동,www.muakapt.com,1994-06-30 00:00:00.0,104807,102586,862,2013-03-07 09:46:29.0,2013-06-23 15:29:28.0,2013-06-23 15:29:28.0,Y,10,12,9,(주)청구,직장주택조합,,0.00,,18,760,,"놀이터 4개소, 헬스장1개소, 독서실 1개소, 정구장 1개소",1950,필수,,관리,무,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,02-2256-7161,02-2256-7163,,119,A10043001,100800,127.0154616,37.5658612,,퇴계로75길,7,,,,,,,,,,
1801,A13375901,한남하이츠,서울,성동구,옥수동,,1982-09-18 00:00:00.0,75886,75886,535,2013-03-07 09:46:32.0,2013-06-14 13:38:06.0,2013-06-14 13:38:06.0,Y,32,20,6,중앙건설,중앙건설,,0.00,,14,750,,"놀이터 2개소, 휴게실 3개소외",2250,선임,선임자상주,상주,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,025184328,025184329,,롯데캐슬킹덤아파트,B11680020,06097,,,,선릉로112길,53,,,,,,,,,,
523,A14209001,우이대우,서울,강북구,우이동,,2000-11-16 00:00:00.0,34193,27051,260,2013-03-07 09:46:32.0,2013-06-18 17:02:01.0,2013-06-18 17:02:01.0,Y,11,4,3,(주)대우,(주)대우,,0.00,,05,287,,"놀이터 2개소, 노인정",750,비상주,전기안전대행업체위탁,관리,무,,0,전산,2초소 내,설치되어있음,5,"카메라:67개  현관,승강기,지하주차장,놀이터등",해당없음,86000000,격일,304.2(월간),"주간: 2시간  , 야간:1시간 (3일에 1회 오후 6시 퇴근)",설치되어있음,공동구 전체,주2회 청소 지하2층:2곳,해당없슴,"노인정,관리사무소등",31320000,169.5(월간),,중식: 1시간30분(일당),430세대/4명,일일 공동구 청소,52064,시방서에 의한 소독,"정기:4회  추가:8회 수목,연막 수시",2865600,정식허가된 제품,13,유지보수 ,10년,로프식,"1,2층제외(요청세대제외)","로프,시브교체, 내부 인테리어 공사(2007년)",10296000,0,13대 전체기준: 3-5건/월,10년차 하자보수 완료,분할부과와 매월부과 혼합처리,0,"기계,설비,전기,소방,통신,방수,도장,조경 등등",0,6,02-2668-7449,02-6092-7449,부스터방식,638,109-80-08349,157840,126.8574637,37.5578978,907-00-29634-1,공항대로45길,68-6,서울특별시 강서구 등촌동 638 등촌서광,아파트,서울특별시 강서구 공항대로45길 68-6,227,203,0,,,2019-05-20 04:10:28.0,30790.31
1919,A15176701,관악국제산장,서울,관악구,신림동,rnr16930@naver.com,1993-08-24 00:00:00.0,72052,63760,630,2013-03-07 09:46:54.0,2018-03-28 17:40:32.0,2018-03-28 17:40:32.0,Y,6,18,5,국제종합건설,신림제2-2구역재개발조합,1993-08-01 00:00:00.0,4973.19,83.04|105.48,15|,372,,"놀이터 2개, 노인정, 어린이집 ",1650,필수,직원선임,관리,무,,207575030,전산,라인별,유,무,무,택배수령,189762020,격일제,오전06:30-익일06:30,주간:2시간  야간:2시간,유,"건물내부(복도,계단)",무,6개소 3회/주,무,35210050,09:00-12:30,,무,79세대,복도물걸레(6회/주),43852,"세대(독이법,분무식) 지하(연막) 화단(수목)","세대:4회/년, 수목소독7회/년",6844740,,14,부분단순(POG)계약,2003년도 설치 6년운행,로프식,1.2층 제외운행,"쉬브/로프(5년) 카,권상기,전기제어반,브레이커(각18년)",11760000,1766160,0.3,종결,수선유지비,11473240,설비,0,6,02-471-2883,471-2893,고가수조방식,19-1,212-80-00508,134021,127.1388427,37.549769,21280005080,구천면로,366,서울특별시 강동구 천호동 19-1 천호우성,아파트,서울특별시 강동구 구천면로 366,100,379,0,,,2019-05-20 08:14:48.0,33844.07
615,A13923102,하계우방,서울,노원구,하계1동,없음,1999-12-27 00:00:00.0,36941,28432,288,2013-03-07 09:46:17.0,2013-06-23 12:39:35.0,2013-06-23 12:39:35.0,Y,4,4,3,우방,우방,,0.00,,17층,304,,"놀이터 1개소, 노인정",750,,전기안전대행 업체 위탁,관리,무,,720000000,전산,초소및 관리소,가능,13개, ,,0,격일,격일,일일8시간,가능, ,,,,0, ,, ,, ,49005, ,12회이상,0,,16대,,1999.06.25~,OITS,지하2층 지상 17층,,0,0,,,매월부과,0,,0,8,02-3663-5256,02-3663-5331,고가수조,429,109-80-08413,157210,126.8378355,37.5757344,91405798261,양천로47길,118,서울특별시 강서구 마곡동 429 벽산,아파트,서울특별시 강서구 양천로47길 118,152,271,56,,,2019-05-20 04:20:57.0,38581.59
70,A15785601,방화진로,서울,강서구,방화3동,,1994-09-09 00:00:00.0,20959,17360,160,2013-03-07 09:46:55.0,2016-04-27 14:28:08.0,2016-04-27 14:28:08.0,Y,7,3,2,주)진로건설,주)진로건설,1994-09-01 00:00:00.0,0.00,108.5,1|10,166,,"놀이터  1개소,    경로당 1개소,    주차장(지상, 지하)",500,선임,안전관리업체 대행,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,02-703-9991,02-703-9992,,마포자이2차,A12172401,121811,126.9410747,37.5492559,,서강대길,,서울특별시 마포구 대흥동 804 마포자이2차,아파트,서울특별시 마포구 서강대길 40,96,368,94,,,2019-05-20 03:21:37.0,46060.85
